state,district,year,month,pincode,age_0_5,age_5_17,age_18_greater,total_activity,roll_3m,season,baseline_med,deviation_score,is_anomaly
Delhi,Shahdara,2025,4,110032,208,98,13,319,319.0,Non-peak,319.0,0.0,False
Delhi,Shahdara,2025,5,110032,66,47,20,133,226.0,Non-peak,226.0,-0.40969162995594716,False
Delhi,Shahdara,2025,7,110032,545,239,15,799,417.0,Monsoon,319.0,1.5,True
Delhi,Shahdara,2025,9,8255274,121,55,8,184,372.0,Monsoon,184.0,0.0,False
Delhi,Shahdara,2025,10,4072611,45,16,2,63,348.6666666666667,Festival,184.0,-0.654054054054054,False
Delhi,Shahdara,2025,11,6163862,84,36,4,124,123.66666666666669,Festival,124.0,0.0,False
Delhi,Shahdara,2025,12,3302078,52,24,2,78,88.33333333333333,Festival,78.0,0.0,False
Delhi,South Delhi,2025,4,220091,404,137,22,563,563.0,Non-peak,563.0,0.0,False
Delhi,South Delhi,2025,5,220082,217,88,28,333,448.0,Non-peak,448.0,-0.2561247216035635,False
Delhi,South Delhi,2025,6,330103,619,249,43,911,602.3333333333334,Monsoon,563.0,0.6170212765957447,False
Delhi,South Delhi,2025,7,770229,794,321,139,1254,832.6666666666666,Monsoon,911.0,0.37609649122807015,False
Delhi,South Delhi,2025,9,52819689,2445,761,73,3279,1814.6666666666667,Monsoon,1254.0,1.6135458167330676,True
Delhi,South Delhi,2025,10,28170569,1599,382,32,2013,2182.0,Festival,2013.0,0.0,False
Delhi,South Delhi,2025,11,39174634,2345,557,90,2992,2761.333333333333,Festival,2992.0,0.0,False
Delhi,South Delhi,2025,12,22338166,1715,285,50,2050,2351.6666666666665,Festival,2050.0,0.0,False
Delhi,South East Delhi,2025,9,1210275,12,4,1,17,17.0,Monsoon,17.0,0.0,False
Delhi,South East Delhi,2025,10,550125,3,3,1,7,12.0,Festival,12.0,-0.38461538461538464,False
Delhi,South East Delhi,2025,11,1320300,18,1,3,22,15.333333333333334,Festival,17.0,0.2777777777777778,False
Delhi,South East Delhi,2025,12,990225,13,1,0,14,14.333333333333334,Festival,14.0,0.0,False
Delhi,South West Delhi,2025,4,440213,558,209,58,825,825.0,Non-peak,825.0,0.0,False
Delhi,South West Delhi,2025,5,330183,448,188,48,684,754.5,Non-peak,754.5,-0.09331568497683654,False
Delhi,South West Delhi,2025,6,110045,202,90,29,321,610.0,Monsoon,684.0,-0.5299270072992701,False
Delhi,South West Delhi,2025,7,110045,468,207,29,704,569.6666666666666,Monsoon,684.0,0.029197080291970802,False
Delhi,South West Delhi,2025,9,53814575,1772,505,64,2341,1122.0,Monsoon,704.0,2.321985815602837,True
Delhi,South West Delhi,2025,10,30814540,995,225,35,1255,1433.3333333333333,Festival,1255.0,0.0,False
Delhi,South West Delhi,2025,11,41269122,1363,329,62,1754,1783.3333333333333,Festival,1754.0,0.0,False
Delhi,South West Delhi,2025,12,25421426,1145,192,34,1371,1460.0,Festival,1371.0,0.0,False
Delhi,West Delhi,2025,3,330136,146,87,75,308,308.0,Non-peak,308.0,0.0,False
Delhi,West Delhi,2025,4,220077,1249,440,183,1872,1090.0,Non-peak,1090.0,0.7167736021998167,False
Delhi,West Delhi,2025,5,220077,1411,493,172,2076,1418.6666666666667,Non-peak,1872.0,0.10891617725573946,False
Delhi,West Delhi,2025,6,330104,1582,587,245,2414,2120.6666666666665,Monsoon,2076.0,0.16273471352912855,False
Delhi,West Delhi,2025,7,550160,3799,1364,189,5352,3280.6666666666665,Monsoon,2414.0,1.2165631469979297,True
Delhi,West Delhi,2025,9,27510964,2027,571,46,2644,3470.0,Monsoon,2644.0,0.0,False
Delhi,West Delhi,2025,10,14085683,1028,254,23,1305,3100.333333333333,Festival,2644.0,-0.5062381852551985,False
Delhi,West Delhi,2025,11,20468088,1562,393,57,2012,1987.0,Festival,2012.0,0.0,False
Delhi,West Delhi,2025,12,11554530,1196,216,19,1431,1582.6666666666667,Festival,1431.0,0.0,False
Goa,Bardez,2025,9,403507,1,0,0,1,1.0,Monsoon,1.0,0.0,False
Goa,Bardez,2025,11,403507,1,0,0,1,1.0,Festival,1.0,0.0,False
Goa,North Goa,2025,7,403001,21,10,11,42,42.0,Monsoon,42.0,0.0,False
Goa,North Goa,2025,9,133912542,410,64,40,514,278.0,Monsoon,278.0,0.8458781362007168,False
Goa,North Goa,2025,10,70993158,216,23,6,245,267.0,Festival,245.0,0.0,False
Goa,North Goa,2025,11,95191040,296,37,25,358,372.3333333333333,Festival,358.0,0.0,False
Goa,North Goa,2025,12,57680368,166,12,17,195,266.0,Festival,245.0,-0.2032520325203252,False
Goa,South Goa,2025,9,94062296,282,41,34,357,357.0,Monsoon,357.0,0.0,False
Goa,South Goa,2025,10,53691640,159,24,4,187,272.0,Festival,272.0,-0.31135531135531136,False
Goa,South Goa,2025,11,75492116,256,31,20,307,283.6666666666667,Festival,307.0,0.0,False
Goa,South Goa,2025,12,33911541,108,12,6,126,206.66666666666663,Festival,187.0,-0.324468085106383,False
Gujarat,Ahmadabad,2025,6,1907233,685,480,60,1225,1225.0,Monsoon,1225.0,0.0,False
Gujarat,Ahmadabad,2025,7,4958394,2714,1590,180,4484,2854.5,Monsoon,2854.5,0.5706531255471896,False
Gujarat,Ahmadabad,2025,9,93656714,231,115,0,346,2018.3333333333333,Monsoon,1225.0,-0.7169657422512234,False
Gujarat,Ahmadabad,2025,10,37354155,91,36,0,127,1652.3333333333333,Festival,346.0,-0.6311239193083573,False
Gujarat,Ahmadabad,2025,11,90640947,259,70,0,329,267.3333333333333,Festival,329.0,0.0,False
Gujarat,Ahmadabad,2025,12,45344533,125,31,0,156,204.0,Festival,156.0,0.0,False
Gujarat,Ahmedabad,2025,4,382150,77,26,19,122,122.0,Non-peak,122.0,0.0,False
Gujarat,Ahmedabad,2025,5,3047204,756,347,97,1200,661.0,Non-peak,661.0,0.8141993957703928,False
Gujarat,Ahmedabad,2025,7,770250,397,389,36,822,714.6666666666666,Monsoon,822.0,0.0,False
Gujarat,Ahmedabad,2025,9,541217835,3946,2033,72,6051,2691.0,Monsoon,1200.0,4.0391340549542045,True
Gujarat,Ahmedabad,2025,10,270027148,1587,744,77,2408,3093.6666666666665,Festival,2408.0,0.0,False
Gujarat,Ahmedabad,2025,11,431313087,3702,1499,168,5369,4609.333333333333,Festival,5369.0,0.0,False
Gujarat,Ahmedabad,2025,12,261962205,2379,641,138,3158,3645.0,Festival,3158.0,0.0,False
Gujarat,Amreli,2025,4,731125,174,21,43,238,238.0,Non-peak,238.0,0.0,False
Gujarat,Amreli,2025,7,1460198,558,151,60,769,503.5,Monsoon,503.5,0.5262636273538157,False
Gujarat,Amreli,2025,9,155989376,893,226,35,1154,720.3333333333334,Monsoon,769.0,0.5,False
Gujarat,Amreli,2025,10,66112950,291,39,41,371,764.6666666666666,Festival,769.0,-0.5168831168831168,False
Gujarat,Amreli,2025,11,133349958,778,88,40,906,810.3333333333334,Festival,906.0,0.0,False
Gujarat,Amreli,2025,12,81463222,766,62,27,855,710.6666666666666,Festival,855.0,0.0,False
Gujarat,Anand,2025,4,776551,136,30,75,241,241.0,Non-peak,241.0,0.0,False
Gujarat,Anand,2025,5,388001,111,22,10,143,192.0,Non-peak,192.0,-0.2538860103626943,False
Gujarat,Anand,2025,6,776326,148,57,24,229,204.33333333333331,Monsoon,229.0,0.0,False
Gujarat,Anand,2025,7,2717388,802,192,115,1109,493.6666666666667,Monsoon,229.0,3.8260869565217392,True
Gujarat,Anand,2025,9,267518964,1545,249,29,1823,1053.6666666666667,Monsoon,1109.0,0.6432432432432432,False
Gujarat,Anand,2025,10,137846576,555,65,82,702,1211.3333333333333,Festival,1109.0,-0.36666666666666664,False
Gujarat,Anand,2025,11,226754151,1315,131,75,1521,1348.6666666666667,Festival,1521.0,0.0,False
Gujarat,Anand,2025,12,140152893,1004,82,126,1212,1145.0,Festival,1212.0,0.0,False
Gujarat,Arvalli,2025,4,766665,144,32,30,206,206.0,Non-peak,206.0,0.0,False
Gujarat,Arvalli,2025,7,766640,476,103,22,601,403.5,Monsoon,403.5,0.48825710754017304,False
Gujarat,Arvalli,2025,9,93527532,490,98,4,592,466.3333333333333,Monsoon,592.0,0.0,False
Gujarat,Arvalli,2025,10,37181003,152,18,12,182,458.3333333333333,Festival,592.0,-0.6913996627318718,False
Gujarat,Arvalli,2025,11,68995331,308,47,25,380,384.6666666666667,Festival,380.0,0.0,False
Gujarat,Arvalli,2025,12,53663505,382,24,24,430,330.6666666666667,Festival,380.0,0.13123359580052493,False
Gujarat,Banas Kantha,2025,3,3467492,408,223,175,806,806.0,Non-peak,806.0,0.0,False
Gujarat,Banas Kantha,2025,6,2697611,1459,1675,156,3290,2048.0,Monsoon,2048.0,0.6061493411420205,False
Gujarat,Banas Kantha,2025,7,6166628,3990,4787,451,9228,4441.333333333333,Monsoon,3290.0,1.8043147979337588,True
Gujarat,Banas Kantha,2025,9,17339731,45,18,0,63,4193.666666666667,Monsoon,3290.0,-0.9805530233971437,True
Gujarat,Banas Kantha,2025,10,7706965,21,6,0,27,3106.0,Festival,63.0,-0.5625,False
Gujarat,Banas Kantha,2025,11,14258251,49,8,0,57,49.0,Festival,57.0,0.0,False
Gujarat,Banas Kantha,2025,12,6934962,25,2,0,27,37.0,Festival,27.0,0.0,False
Gujarat,Banaskantha,2025,4,6166462,1685,1358,1001,4044,4044.0,Non-peak,4044.0,0.0,False
Gujarat,Banaskantha,2025,5,3467917,1146,724,178,2048,3046.0,Non-peak,3046.0,-0.32753528060387266,False
Gujarat,Banaskantha,2025,9,213505216,2546,2150,91,4787,3626.3333333333335,Monsoon,4044.0,0.18368355995055624,False
Gujarat,Banaskantha,2025,10,110220161,739,378,151,1268,2701.0,Festival,2048.0,-0.3806734992679356,False
Gujarat,Banaskantha,2025,11,168032901,1803,685,139,2627,2894.0,Festival,2627.0,0.0,False
Gujarat,Banaskantha,2025,12,105985192,2025,486,75,2586,2160.333333333333,Festival,2586.0,0.0,False
Gujarat,Bharuch,2025,4,393001,138,50,23,211,211.0,Non-peak,211.0,0.0,False
Gujarat,Bharuch,2025,5,785002,303,69,23,395,303.0,Non-peak,303.0,0.3026315789473684,False
Gujarat,Bharuch,2025,9,190794703,1178,121,8,1307,637.6666666666666,Monsoon,395.0,2.303030303030303,True
Gujarat,Bharuch,2025,10,85191273,447,61,9,517,739.6666666666666,Festival,517.0,0.0,False
Gujarat,Bharuch,2025,11,147206846,894,117,21,1032,952.0,Festival,1032.0,0.0,False
Gujarat,Bharuch,2025,12,105188166,785,90,14,889,812.6666666666666,Festival,889.0,0.0,False
Gujarat,Bhavnagar,2025,4,728003,567,36,25,628,628.0,Non-peak,628.0,0.0,False
Gujarat,Bhavnagar,2025,6,364290,189,39,11,239,433.5,Monsoon,433.5,-0.4476409666283084,False
Gujarat,Bhavnagar,2025,7,2913343,1614,403,127,2144,1003.6666666666666,Monsoon,628.0,2.4101748807631163,True
Gujarat,Bhavnagar,2025,9,246234352,2316,430,89,2835,1739.3333333333333,Monsoon,2144.0,0.32214452214452216,False
Gujarat,Bhavnagar,2025,10,107447945,694,89,87,870,1949.6666666666667,Festival,2144.0,-0.593939393939394,False
Gujarat,Bhavnagar,2025,11,200701631,1846,213,73,2132,1945.6666666666667,Festival,2132.0,0.0,False
Gujarat,Bhavnagar,2025,12,116191196,1194,99,33,1326,1442.6666666666667,Festival,1326.0,0.0,False
Gujarat,Botad,2025,4,364710,291,21,20,332,332.0,Non-peak,332.0,0.0,False
Gujarat,Botad,2025,6,364710,289,64,11,364,348.0,Monsoon,348.0,0.045845272206303724,False
Gujarat,Botad,2025,7,1092881,800,246,44,1090,595.3333333333334,Monsoon,364.0,1.989041095890411,True
Gujarat,Botad,2025,9,55899999,370,78,8,456,636.6666666666666,Monsoon,456.0,0.0,False
Gujarat,Botad,2025,10,22374253,71,15,21,107,551.0,Festival,456.0,-0.7636761487964989,False
Gujarat,Botad,2025,11,49907543,300,37,50,387,316.6666666666667,Festival,387.0,0.0,False
Gujarat,Botad,2025,12,25584065,181,13,17,211,235.0,Festival,211.0,0.0,False
Gujarat,Chhotaudepur,2025,4,1955797,242,121,119,482,482.0,Non-peak,482.0,0.0,False
Gujarat,Chhotaudepur,2025,5,782325,127,61,28,216,349.0,Non-peak,349.0,-0.38,False
Gujarat,Chhotaudepur,2025,6,391110,97,34,10,141,279.6666666666667,Monsoon,216.0,-0.3456221198156682,False
Gujarat,Chhotaudepur,2025,7,3129195,815,816,231,1862,739.6666666666666,Monsoon,216.0,7.585253456221198,True
Gujarat,Chhotaudepur,2025,9,66889824,278,128,18,424,809.0,Monsoon,424.0,0.0,False
Gujarat,Chhotaudepur,2025,10,28945235,92,35,37,164,816.6666666666666,Festival,424.0,-0.611764705882353,False
Gujarat,Chhotaudepur,2025,11,64150222,269,66,119,454,347.3333333333333,Festival,424.0,0.07058823529411765,False
Gujarat,Chhotaudepur,2025,12,42638008,295,42,27,364,327.3333333333333,Festival,364.0,0.0,False
Gujarat,Dahod,2025,4,3502885,855,782,434,2071,2071.0,Non-peak,2071.0,0.0,False
Gujarat,Dahod,2025,5,4280935,710,717,653,2080,2075.5,Non-peak,2075.5,0.0021671081146159405,False
Gujarat,Dahod,2025,9,126097903,1358,1182,36,2576,2242.333333333333,Monsoon,2080.0,0.2383469485824123,False
Gujarat,Dahod,2025,10,65384419,464,225,82,771,1809.0,Festival,2080.0,-0.6290245074483422,False
Gujarat,Dahod,2025,11,100411979,1297,762,63,2122,1823.0,Festival,2122.0,0.0,False
Gujarat,Dahod,2025,12,58378226,657,223,9,889,1260.6666666666667,Festival,889.0,0.0,False
Gujarat,Dang,2025,6,789426,222,72,70,364,364.0,Monsoon,364.0,0.0,False
Gujarat,Dang,2025,7,789426,309,107,92,508,436.0,Monsoon,436.0,0.16475972540045766,False
Gujarat,Devbhumi Dwarka,2025,4,722615,186,44,54,284,284.0,Non-peak,284.0,0.0,False
Gujarat,Devbhumi Dwarka,2025,5,722615,167,26,23,216,250.0,Non-peak,250.0,-0.13545816733067728,False
Gujarat,Devbhumi Dwarka,2025,7,1082405,359,163,55,577,359.0,Monsoon,284.0,1.0280701754385966,True
Gujarat,Devbhumi Dwarka,2025,9,81622357,477,98,17,592,461.6666666666667,Monsoon,577.0,0.025951557093425604,False
Gujarat,Devbhumi Dwarka,2025,10,32505384,135,22,44,201,456.6666666666667,Festival,577.0,-0.6505190311418685,False
Gujarat,Devbhumi Dwarka,2025,11,56337648,274,42,22,338,377.0,Festival,338.0,0.0,False
Gujarat,Devbhumi Dwarka,2025,12,38283215,247,27,8,282,273.6666666666667,Festival,282.0,0.0,False
Gujarat,Dohad,2025,3,778350,32,37,41,110,110.0,Non-peak,110.0,0.0,False
Gujarat,Dohad,2025,6,3113733,1162,1835,191,3188,1649.0,Monsoon,1649.0,0.9327272727272727,False
Gujarat,Dohad,2025,7,4281226,2702,4861,438,8001,3766.3333333333335,Monsoon,3188.0,1.5092505487613672,True
Gujarat,Dohad,2025,9,76666503,414,277,0,691,3960.0,Monsoon,3188.0,-0.7830040765130135,False
Gujarat,Dohad,2025,10,30355051,151,57,0,208,2966.6666666666665,Festival,691.0,-0.6979768786127167,False
Gujarat,Dohad,2025,11,64992003,382,219,0,601,500.0,Festival,601.0,0.0,False
Gujarat,Dohad,2025,12,30354972,160,44,0,204,337.6666666666667,Festival,208.0,-0.019138755980861243,False
Gujarat,Gandhinagar,2025,4,2676434,495,138,156,789,789.0,Non-peak,789.0,0.0,False
Gujarat,Gandhinagar,2025,5,382721,251,28,16,295,542.0,Non-peak,542.0,-0.4548802946593002,False
Gujarat,Gandhinagar,2025,6,382721,204,67,41,312,465.3333333333333,Monsoon,312.0,0.0,False
Gujarat,Gandhinagar,2025,7,765456,322,96,129,547,384.6666666666667,Monsoon,312.0,0.7507987220447284,False
Gujarat,Gandhinagar,2025,9,156788854,941,184,46,1171,676.6666666666666,Monsoon,547.0,1.1386861313868613,True
Gujarat,Gandhinagar,2025,10,75336411,311,77,38,426,714.6666666666666,Festival,547.0,-0.2208029197080292,False
Gujarat,Gandhinagar,2025,11,137666324,903,160,189,1252,949.6666666666666,Festival,1171.0,0.06911262798634812,False
Gujarat,Gandhinagar,2025,12,87966521,648,87,123,858,845.3333333333334,Festival,858.0,0.0,False
Gujarat,Gir Somnath,2025,4,3262023,1262,265,179,1706,1706.0,Non-peak,1706.0,0.0,False
Gujarat,Gir Somnath,2025,5,725280,181,53,26,260,983.0,Non-peak,983.0,-0.7347560975609756,False
Gujarat,Gir Somnath,2025,7,1087263,1000,287,57,1344,1103.3333333333333,Monsoon,1344.0,0.0,False
Gujarat,Gir Somnath,2025,9,96044658,675,184,22,881,828.3333333333334,Monsoon,881.0,0.0,False
Gujarat,Gir Somnath,2025,10,48929706,252,49,53,354,859.6666666666666,Festival,881.0,-0.5975056689342404,False
Gujarat,Gir Somnath,2025,11,75024735,582,104,19,705,646.6666666666666,Festival,705.0,0.0,False
Gujarat,Gir Somnath,2025,12,49292130,423,33,17,473,510.6666666666667,Festival,473.0,0.0,False
Gujarat,Jamnagar,2025,4,722011,240,43,33,316,316.0,Non-peak,316.0,0.0,False
Gujarat,Jamnagar,2025,5,1444014,410,77,67,554,435.0,Non-peak,435.0,0.27293577981651373,False
Gujarat,Jamnagar,2025,7,1804679,764,195,55,1014,628.0,Monsoon,554.0,0.8288288288288288,False
Gujarat,Jamnagar,2025,9,220625881,1253,242,25,1520,1029.3333333333333,Monsoon,1014.0,0.49852216748768474,False
Gujarat,Jamnagar,2025,10,109048841,614,70,9,693,1075.6666666666667,Festival,1014.0,-0.316256157635468,False
Gujarat,Jamnagar,2025,11,175129127,973,117,78,1168,1127.0,Festival,1168.0,0.0,False
Gujarat,Jamnagar,2025,12,98947072,744,55,14,813,891.3333333333334,Festival,813.0,0.0,False
Gujarat,Junagadh,2025,4,362001,250,27,12,289,289.0,Non-peak,289.0,0.0,False
Gujarat,Junagadh,2025,9,245274122,1725,246,18,1989,1139.0,Monsoon,1139.0,0.7456140350877193,False
Gujarat,Junagadh,2025,10,105433121,565,72,7,644,974.0,Festival,644.0,0.0,False
Gujarat,Junagadh,2025,11,193467743,1309,161,51,1521,1384.6666666666667,Festival,1521.0,0.0,False
Gujarat,Junagadh,2025,12,127891333,1027,62,4,1093,1086.0,Festival,1093.0,0.0,False
Gujarat,Kachchh,2025,3,370001,33,13,10,56,56.0,Non-peak,56.0,0.0,False
Gujarat,Kachchh,2025,4,1480451,587,242,78,907,481.5,Non-peak,481.5,0.8818652849740932,False
Gujarat,Kachchh,2025,5,370165,59,79,12,150,371.0,Non-peak,150.0,0.0,False
Gujarat,Kachchh,2025,6,370201,73,49,11,133,396.6666666666667,Monsoon,150.0,-0.11258278145695365,False
Gujarat,Kachchh,2025,7,2961587,870,944,115,1929,737.3333333333334,Monsoon,150.0,11.781456953642385,True
Gujarat,Kachchh,2025,9,211080172,1221,530,45,1796,1286.0,Monsoon,1796.0,0.0,False
Gujarat,Kachchh,2025,10,110726175,617,156,41,814,1513.0,Festival,1796.0,-0.5464663327768503,False
Gujarat,Kachchh,2025,11,198127298,1572,380,176,2128,1579.3333333333333,Festival,1796.0,0.18475236505286588,False
Gujarat,Kachchh,2025,12,133327119,1144,212,33,1389,1443.6666666666667,Festival,1389.0,0.0,False
Gujarat,Kheda,2025,4,1936811,425,80,150,655,655.0,Non-peak,655.0,0.0,False
Gujarat,Kheda,2025,5,387001,89,18,33,140,397.5,Non-peak,397.5,-0.6461731493099122,False
Gujarat,Kheda,2025,7,775875,444,200,38,682,492.3333333333333,Monsoon,655.0,0.041158536585365856,False
Gujarat,Kheda,2025,9,280226877,1620,502,73,2195,1005.6666666666666,Monsoon,682.0,2.2152269399707176,True
Gujarat,Kheda,2025,10,129068197,604,97,79,780,1219.0,Festival,780.0,0.0,False
Gujarat,Kheda,2025,11,227512883,1758,219,103,2080,1685.0,Festival,2080.0,0.0,False
Gujarat,Kheda,2025,12,135268620,886,108,41,1035,1298.3333333333333,Festival,1035.0,0.0,False
Gujarat,Mahesana,2025,4,1535511,433,55,65,553,553.0,Non-peak,553.0,0.0,False
Gujarat,Mahesana,2025,5,384001,178,26,13,217,385.0,Non-peak,385.0,-0.43523316062176165,False
Gujarat,Mahesana,2025,7,1535386,821,269,67,1157,642.3333333333334,Monsoon,553.0,1.0902527075812274,True
Gujarat,Mahesana,2025,9,216809239,1232,255,23,1510,961.3333333333334,Monsoon,1157.0,0.30483592400690845,False
Gujarat,Mahesana,2025,10,94798882,438,63,48,549,1072.0,Festival,1157.0,-0.5250431778929189,False
Gujarat,Mahesana,2025,11,189571651,1314,161,16,1491,1183.3333333333333,Festival,1491.0,0.0,False
Gujarat,Mahesana,2025,12,116256560,873,79,61,1013,1017.6666666666666,Festival,1013.0,0.0,False
Gujarat,Mahisagar,2025,4,389230,110,12,16,138,138.0,Non-peak,138.0,0.0,False
Gujarat,Mahisagar,2025,6,389260,106,37,18,161,149.5,Monsoon,149.5,0.07641196013289037,False
Gujarat,Mahisagar,2025,7,778470,369,162,33,564,287.6666666666667,Monsoon,161.0,2.4876543209876543,True
Gujarat,Mahisagar,2025,9,94121680,547,83,19,649,458.0,Monsoon,564.0,0.1504424778761062,False
Gujarat,Mahisagar,2025,10,38112818,187,30,22,239,484.0,Festival,564.0,-0.5752212389380531,False
Gujarat,Mahisagar,2025,11,68841451,405,51,12,468,452.0,Festival,468.0,0.0,False
Gujarat,Mahisagar,2025,12,40841862,312,22,10,344,350.3333333333333,Festival,344.0,0.0,False
Gujarat,Morbi,2025,3,363641,36,12,23,71,71.0,Non-peak,71.0,0.0,False
Gujarat,Morbi,2025,4,1817884,818,178,175,1171,621.0,Non-peak,621.0,0.8842443729903537,False
Gujarat,Morbi,2025,5,727262,389,88,46,523,588.3333333333334,Non-peak,523.0,0.0,False
Gujarat,Morbi,2025,6,727262,777,366,26,1169,954.3333333333334,Monsoon,1169.0,0.0,False
Gujarat,Morbi,2025,7,1817884,1789,825,215,2829,1507.0,Monsoon,1169.0,1.4188034188034189,True
Gujarat,Morbi,2025,9,62530954,638,141,49,828,1608.6666666666667,Monsoon,1169.0,-0.2914529914529915,False
Gujarat,Morbi,2025,10,33443722,276,46,63,385,1347.3333333333333,Festival,828.0,-0.53437876960193,False
Gujarat,Morbi,2025,11,49802509,499,88,37,624,612.3333333333334,Festival,624.0,0.0,False
Gujarat,Morbi,2025,12,28723005,326,59,19,404,471.0,Festival,404.0,0.0,False
Gujarat,Narmada,2025,9,67951898,470,35,1,506,506.0,Monsoon,506.0,0.0,False
Gujarat,Narmada,2025,10,31808900,135,23,9,167,336.5,Festival,336.5,-0.5022222222222222,False
Gujarat,Narmada,2025,11,56550153,296,23,14,333,335.3333333333333,Festival,333.0,0.0,False
Gujarat,Narmada,2025,12,36913099,254,15,5,274,258.0,Festival,274.0,0.0,False
Gujarat,Navsari,2025,4,396445,133,10,33,176,176.0,Non-peak,176.0,0.0,False
Gujarat,Navsari,2025,5,396445,122,21,15,158,167.0,Non-peak,167.0,-0.05357142857142857,False
Gujarat,Navsari,2025,7,396445,191,47,19,257,197.0,Monsoon,176.0,0.4576271186440678,False
Gujarat,Navsari,2025,9,124863981,736,59,6,801,405.3333333333333,Monsoon,257.0,2.108527131782946,True
Gujarat,Navsari,2025,10,55891849,228,12,20,260,439.3333333333333,Festival,260.0,0.0,False
Gujarat,Navsari,2025,11,128827193,733,33,8,774,611.6666666666666,Festival,774.0,0.0,False
Gujarat,Navsari,2025,12,61440443,310,19,2,331,455.0,Festival,331.0,0.0,False
Gujarat,Panch Mahals,2025,7,1946417,789,434,100,1323,1323.0,Monsoon,1323.0,0.0,False
Gujarat,Panch Mahals,2025,9,10506989,28,4,0,32,677.5,Monsoon,677.5,-0.9513633014001474,True
Gujarat,Panch Mahals,2025,10,2334120,6,0,0,6,453.6666666666667,Festival,32.0,-0.7878787878787878,False
Gujarat,Panch Mahals,2025,11,8172832,21,4,0,25,21.0,Festival,25.0,0.0,False
Gujarat,Panch Mahals,2025,12,4669284,14,2,0,16,15.666666666666666,Festival,16.0,0.0,False
Gujarat,Panchmahals,2025,4,2335382,574,145,183,902,902.0,Non-peak,902.0,0.0,False
Gujarat,Panchmahals,2025,5,1167486,311,83,61,455,678.5,Non-peak,678.5,-0.32891832229580575,False
Gujarat,Panchmahals,2025,9,171242811,1431,388,47,1866,1074.3333333333333,Monsoon,902.0,1.0675526024363233,True
Gujarat,Panchmahals,2025,10,79397192,629,125,9,763,1028.0,Festival,763.0,0.0,False
Gujarat,Panchmahals,2025,11,132331867,1152,263,18,1433,1354.0,Festival,1433.0,0.0,False
Gujarat,Panchmahals,2025,12,82899692,731,118,11,860,1018.6666666666666,Festival,860.0,0.0,False
Gujarat,Patan,2025,3,768530,141,26,23,190,190.0,Non-peak,190.0,0.0,False
Gujarat,Patan,2025,4,2691886,800,173,225,1198,694.0,Non-peak,694.0,0.7251798561151079,False
Gujarat,Patan,2025,5,768505,225,53,25,303,563.6666666666666,Non-peak,303.0,0.0,False
Gujarat,Patan,2025,6,384151,207,80,11,298,599.6666666666666,Monsoon,303.0,-0.01644736842105263,False
Gujarat,Patan,2025,7,3460399,1741,1178,232,3151,1250.6666666666667,Monsoon,303.0,9.368421052631579,True
Gujarat,Patan,2025,9,135316261,1184,396,71,1651,1700.0,Monsoon,1651.0,0.0,False
Gujarat,Patan,2025,10,59589591,317,77,39,433,1745.0,Festival,1651.0,-0.7372881355932204,False
Gujarat,Patan,2025,11,102253544,911,170,65,1146,1076.6666666666667,Festival,1146.0,0.0,False
Gujarat,Patan,2025,12,64201815,497,75,25,597,725.3333333333334,Festival,597.0,0.0,False
Gujarat,Porbandar,2025,4,721154,267,38,44,349,349.0,Non-peak,349.0,0.0,False
Gujarat,Porbandar,2025,6,360575,209,57,11,277,313.0,Monsoon,313.0,-0.11464968152866242,False
Gujarat,Porbandar,2025,7,1081724,450,89,56,595,407.0,Monsoon,349.0,0.7028571428571428,False
Gujarat,Porbandar,2025,9,71476816,404,73,20,497,456.3333333333333,Monsoon,497.0,0.0,False
Gujarat,Porbandar,2025,10,32853552,149,22,21,192,428.0,Festival,497.0,-0.6124497991967871,False
Gujarat,Porbandar,2025,11,53784954,290,41,20,351,346.6666666666667,Festival,351.0,0.0,False
Gujarat,Porbandar,2025,12,31764218,237,12,9,258,267.0,Festival,258.0,0.0,False
Gujarat,Rajkot,2025,4,2880567,1398,338,231,1967,1967.0,Non-peak,1967.0,0.0,False
Gujarat,Rajkot,2025,5,2880078,1375,312,221,1908,1937.5,Non-peak,1937.5,-0.015217952024761413,False
Gujarat,Rajkot,2025,6,363520,114,194,16,324,1399.6666666666667,Monsoon,1908.0,-0.8297537977998952,True
Gujarat,Rajkot,2025,7,3607725,2567,1437,200,4204,2145.333333333333,Monsoon,1908.0,1.2027239392352016,True
Gujarat,Rajkot,2025,9,259559425,2225,651,50,2926,2484.6666666666665,Monsoon,2926.0,0.0,False
Gujarat,Rajkot,2025,10,129179751,979,231,82,1292,2807.333333333333,Festival,2926.0,-0.5582507687051589,False
Gujarat,Rajkot,2025,11,210445931,2363,385,93,2841,2353.0,Festival,2841.0,0.0,False
Gujarat,Rajkot,2025,12,131774422,1398,184,26,1608,1913.6666666666667,Festival,1608.0,0.0,False
Gujarat,Sabar Kantha,2025,7,3066018,951,1169,157,2277,2277.0,Monsoon,2277.0,0.0,False
Gujarat,Sabar Kantha,2025,9,17248697,45,14,0,59,1168.0,Monsoon,1168.0,-0.9486740804106074,True
Gujarat,Sabar Kantha,2025,10,7666298,16,4,0,20,785.3333333333334,Festival,59.0,-0.65,False
Gujarat,Sabar Kantha,2025,11,15715642,43,6,0,49,42.66666666666666,Festival,49.0,0.0,False
